Msec,X,TargX,Y,TargY,Z,TargZ
4966.8,-0.19414,-0.28605,-0.031558,0.051389,0.98047,1.4716
5000.1,-0.19363,-0.28605,-0.033117,0.051389,0.98052,1.4716
5033.4,-0.19354,-0.28605,-0.033474,0.051389,0.98052,1.4716
5066.8,-0.19422,-0.28605,-0.033188,0.051389,0.9804,1.4716
5100.1,-0.19473,0.052063,-0.034252,-0.1567,0.98026,1.4909
5133.4,-0.19512,0.052063,-0.033902,-0.1567,0.98019,1.4909
5166.8,-0.19448,0.052063,-0.034921,-0.1567,0.98028,1.4909
5200.1,-0.19467,0.052063,-0.034827,-0.1567,0.98025,1.4909
5233.4,-0.19375,0.052063,-0.034672,-0.1567,0.98044,1.4909
5266.8,-0.19295,0.052063,-0.036533,-0.1567,0.98053,1.4909
5300.1,-0.19207,0.052063,-0.034974,-0.1567,0.98076,1.4909
5333.4,0.0014818,0.052063,-0.16817,-0.1567,0.98576,1.4909
5366.8,0.065447,0.052063,-0.19473,-0.1567,0.97867,1.4909
5400.1,0.068807,0.052063,-0.19563,-0.1567,0.97826,1.4909
5433.4,0.070993,0.052063,-0.19749,-0.1567,0.97773,1.4909
5466.8,0.070414,0.052063,-0.19843,-0.1567,0.97758,1.4909
5500.1,0.069174,0.052063,-0.19879,-0.1567,0.9776,1.4909
5533.4,0.068505,0.052063,-0.19763,-0.1567,0.97788,1.4909
5566.8,0.066883,0.052063,-0.19761,-0.1567,0.978,1.4909
5600.1,0.065096,0.052063,-0.19945,-0.1567,0.97774,1.4909
5633.4,0.065005,0.052063,-0.19855,-0.1567,0.97793,1.4909
5666.8,0.065931,0.052063,-0.19591,-0.1567,0.9784,1.4909
5700.1,0.066408,0.052063,-0.19525,-0.1567,0.9785,1.4909
5733.4,0.065135,0.052063,-0.19478,-0.1567,0.97868,1.4909
5766.8,0.065248,0.052063,-0.19299,-0.1567,0.97903,1.4909
5800.1,0.066021,0.052063,-0.19253,-0.1567,0.97907,1.4909
5833.4,0.064928,0.052063,-0.19076,-0.1567,0.97949,1.4909
5866.8,0.065669,0.052063,-0.19111,-0.1567,0.97937,1.4909
5900.1,0.064391,0.052063,-0.18981,-0.1567,0.97971,1.4909
5933.5,0.06187,0.052063,-0.18888,-0.1567,0.98005,1.4909
5966.8,0.060551,0.052063,-0.18699,-0.1567,0.98049,1.4909
6000.1,0.059685,0.052063,-0.18737,-0.1567,0.98047,1.4909
6033.4,0.059726,0.052063,-0.18624,-0.1567,0.98069,1.4909
6066.8,0.059251,0.052063,-0.18594,-0.1567,0.98077,1.4909
6100.1,0.061039,0.052063,-0.18494,-0.1567,0.98085,1.4909
6133.5,0.059598,-0.35867,-0.18399,0.22784,0.98112,1.4386
6166.8,0.058378,-0.35867,-0.18457,0.22784,0.98108,1.4386
6200.1,0.057854,-0.35867,-0.18415,0.22784,0.98119,1.4386
6233.5,0.056232,-0.35867,-0.1836,0.22784,0.98139,1.4386
6266.8,0.057555,-0.35867,-0.18344,0.22784,0.98134,1.4386
6300.1,0.058917,-0.35867,-0.18279,0.22784,0.98138,1.4386
6333.5,0.056568,-0.35867,-0.18121,0.22784,0.98182,1.4386
6366.8,-0.14677,-0.35867,-0.051315,0.22784,0.98784,1.4386
6466.8,-0.22975,-0.35867,0.077819,0.22784,0.97013,1.4386
6500.1,-0.22916,-0.35867,0.079643,0.22784,0.97013,1.4386
6533.5,-0.22871,-0.35867,0.081151,0.22784,0.97011,1.4386
6566.8,-0.23065,-0.35867,0.081695,0.22784,0.9696,1.4386
6600.1,-0.23146,-0.35867,0.081002,0.22784,0.96947,1.4386
6633.5,-0.2338,-0.35867,0.080711,0.22784,0.96893,1.4386
6666.8,-0.23306,-0.35867,0.080874,0.22784,0.96909,1.4386
6700.1,-0.23132,-0.35867,0.081827,0.22784,0.96943,1.4386
6733.5,-0.23247,-0.35867,0.082953,0.22784,0.96906,1.4386
6766.8,-0.23181,-0.35867,0.082816,0.22784,0.96923,1.4386
6800.1,-0.23161,-0.35867,0.083926,0.22784,0.96918,1.4386
6833.5,-0.23226,-0.35867,0.084449,0.22784,0.96898,1.4386
6866.8,-0.23239,-0.35867,0.085177,0.22784,0.96889,1.4386
6900.1,-0.23095,-0.35867,0.085363,0.22784,0.96921,1.4386
6933.5,-0.23181,-0.35867,0.085487,0.22784,0.969,1.4386
6966.8,-0.23151,-0.35867,0.085887,0.22784,0.96903,1.4386
7000.1,-0.2302,-0.35867,0.084436,0.22784,0.96947,1.4386
7033.5,-0.22949,-0.35867,0.083872,0.22784,0.96969,1.4386
7066.8,-0.22913,-0.35867,0.082966,0.22784,0.96985,1.4386
7100.1,-0.22973,-0.35867,0.082554,0.22784,0.96975,1.4386
7133.5,-0.22758,-0.35867,0.083798,0.22784,0.97015,1.4386
7166.8,-0.22806,-0.35867,0.083298,0.22784,0.97008,1.4386
7200.1,-0.22864,-0.35867,0.083088,0.22784,0.96996,1.4386
7233.5,-0.22869,-0.35867,0.082423,0.22784,0.97,1.4386
7266.8,-0.22852,-0.35867,0.082965,0.22784,0.97,1.4386
7300.1,-0.22784,-0.35867,0.084399,0.22784,0.97003,1.4386
7333.5,-0.22627,-0.35867,0.085143,0.22784,0.97034,1.4386
7366.8,-0.22597,-0.052278,0.085026,-0.078456,0.97042,1.497
7400.1,-0.22518,-0.052278,0.083696,-0.078456,0.97072,1.497
7433.5,-0.22395,-0.052278,0.08386,-0.078456,0.97099,1.497
7466.8,-0.22395,-0.052278,0.084497,-0.078456,0.97093,1.497
7500.1,-0.22429,-0.052278,0.085591,-0.078456,0.97076,1.497
7533.5,-0.22504,-0.052278,0.084651,-0.078456,0.97067,1.497
7566.8,-0.22539,-0.052278,0.084496,-0.078456,0.9706,1.497
7633.5,-0.028708,-0.052278,-0.14389,-0.078456,0.98918,1.497
7666.8,-0.026261,-0.052278,-0.14387,-0.078456,0.98925,1.497
7700.1,-0.026622,-0.052278,-0.14241,-0.078456,0.98945,1.497
7733.5,-0.025052,-0.052278,-0.14051,-0.078456,0.98976,1.497
7766.8,-0.024216,-0.052278,-0.13901,-0.078456,0.98999,1.497
7800.2,-0.022605,-0.052278,-0.13931,-0.078456,0.98999,1.497
7833.5,-0.020537,-0.052278,-0.13947,-0.078456,0.99001,1.497
7866.8,-0.020223,-0.052278,-0.14105,-0.078456,0.9898,1.497
7900.1,-0.018271,-0.052278,-0.1407,-0.078456,0.98988,1.497
7933.5,-0.018399,-0.052278,-0.14042,-0.078456,0.98992,1.497
7966.8,-0.017812,-0.052278,-0.14091,-0.078456,0.98986,1.497
8000.2,-0.01824,-0.052278,-0.14118,-0.078456,0.98982,1.497
8033.5,-0.017546,-0.052278,-0.13993,-0.078456,0.99001,1.497
8066.8,-0.015851,-0.052278,-0.13849,-0.078456,0.99024,1.497
8100.2,-0.017442,-0.052278,-0.13751,-0.078456,0.99035,1.497
8133.5,-0.017242,-0.052278,-0.13642,-0.078456,0.9905,1.497
8166.8,-0.016654,-0.052278,-0.13542,-0.078456,0.99065,1.497
8200.2,-0.014728,-0.052278,-0.13324,-0.078456,0.99097,1.497
8233.5,-0.01536,-0.052278,-0.13331,-0.078456,0.99096,1.497
8266.8,-0.017738,-0.052278,-0.13482,-0.078456,0.99071,1.497
8300.2,-0.018297,-0.052278,-0.13637,-0.078456,0.99049,1.497
8333.5,-0.017517,-0.052278,-0.13509,-0.078456,0.99068,1.497
8366.8,-0.018397,-0.052278,-0.13365,-0.078456,0.99086,1.497
8400.2,-0.019327,-0.052278,-0.13398,-0.078456,0.9908,1.497
8433.5,-0.020994,-0.052278,-0.13224,-0.078456,0.991,1.497
8466.8,-0.020872,-0.052278,-0.13084,-0.078456,0.99118,1.497
8500.2,-0.019038,-0.20863,-0.13015,-0.05184,0.99131,1.4845
8533.5,-0.017988,-0.20863,-0.13045,-0.05184,0.99129,1.4845
8566.8,-0.017715,-0.20863,-0.13029,-0.05184,0.99132,1.4845
8600.2,-0.017693,-0.20863,-0.1297,-0.05184,0.9914,1.4845
8633.5,-0.018291,-0.20863,-0.13037,-0.05184,0.9913,1.4845
8666.8,-0.018189,-0.20863,-0.13029,-0.05184,0.99131,1.4845
8700.2,-0.019375,-0.20863,-0.13104,-0.05184,0.99119,1.4845
8766.8,-0.14681,-0.20863,-0.11872,-0.05184,0.98202,1.4845
8800.2,-0.14497,-0.20863,-0.11877,-0.05184,0.98228,1.4845
8833.5,-0.14633,-0.20863,-0.11957,-0.05184,0.98198,1.4845
8866.8,-0.14722,-0.20863,-0.11983,-0.05184,0.98182,1.4845
8900.2,-0.14735,-0.20863,-0.11969,-0.05184,0.98182,1.4845
8933.5,-0.147,-0.20863,-0.12042,-0.05184,0.98178,1.4845
8966.8,-0.14722,-0.20863,-0.12138,-0.05184,0.98163,1.4845
9000.2,-0.14681,-0.20863,-0.12201,-0.05184,0.98161,1.4845
9033.5,-0.14636,-0.20863,-0.12254,-0.05184,0.98161,1.4845
9066.8,-0.14518,-0.20863,-0.12311,-0.05184,0.98172,1.4845
9100.2,-0.14352,-0.20863,-0.12426,-0.05184,0.98182,1.4845
9133.5,-0.13873,-0.20863,-0.12312,-0.05184,0.98265,1.4845
9166.8,-0.13461,-0.20863,-0.12105,-0.05184,0.98348,1.4845
9200.2,-0.1317,-0.20863,-0.11906,-0.05184,0.98411,1.4845
9233.5,-0.13256,-0.20863,-0.11758,-0.05184,0.98418,1.4845
9266.8,-0.13228,-0.20863,-0.11576,-0.05184,0.98443,1.4845
9300.2,-0.1326,-0.20863,-0.11383,-0.05184,0.98461,1.4845
9333.5,-0.13223,-0.20863,-0.11392,-0.05184,0.98465,1.4845
9366.8,-0.13084,-0.20863,-0.1132,-0.05184,0.98492,1.4845
9400.2,-0.13135,-0.20863,-0.11297,-0.05184,0.98488,1.4845
9433.5,-0.13174,-0.20863,-0.11242,-0.05184,0.98489,1.4845
9466.8,-0.13208,-0.20863,-0.11241,-0.05184,0.98484,1.4845
9500.2,-0.13117,-0.20863,-0.11298,-0.05184,0.9849,1.4845
9533.5,-0.1302,-0.20863,-0.11115,-0.05184,0.98524,1.4845
9566.8,-0.12991,-0.20863,-0.11165,-0.05184,0.98522,1.4845
9600.2,-0.1302,-0.20863,-0.1109,-0.05184,0.98527,1.4845
9633.5,-0.13046,0.38823,-0.10996,0,0.98534,1.4489
9666.9,-0.13118,0.38823,-0.1093,0,0.98531,1.4489
9700.2,-0.13071,0.38823,-0.10862,0,0.98545,1.4489
9733.5,-0.13029,0.38823,-0.1084,0,0.98553,1.4489
9766.8,-0.13097,0.38823,-0.10816,0,0.98547,1.4489
9800.2,-0.13299,0.38823,-0.10724,0,0.9853,1.4489
9833.5,-0.12307,0.38823,-0.10571,0,0.98675,1.4489
9933.5,0.29829,0.38823,-0.0659,0,0.9522,1.4489
9966.9,0.29817,0.38823,-0.064881,0,0.9523,1.4489
10000,0.29668,0.38823,-0.063811,0,0.95284,1.4489
10034,0.29628,0.38823,-0.062041,0,0.95308,1.4489
10067,0.29564,0.38823,-0.061852,0,0.9533,1.4489
10100,0.29471,0.38823,-0.061264,0,0.95362,1.4489
10134,0.29472,0.38823,-0.060588,0,0.95366,1.4489
10167,0.29812,0.38823,-0.060957,0,0.95258,1.4489
10200,0.30105,0.38823,-0.061542,0,0.95162,1.4489
10234,0.30199,0.38823,-0.062375,0,0.95127,1.4489
10267,0.30374,0.38823,-0.061468,0,0.95077,1.4489
10300,0.3046,0.38823,-0.061265,0,0.95051,1.4489
10334,0.30555,0.38823,-0.061835,0,0.95017,1.4489
10367,0.30612,0.38823,-0.061372,0,0.95001,1.4489
10400,0.30612,0.38823,-0.061651,0,0.94999,1.4489
10434,0.30598,0.38823,-0.06108,0,0.95008,1.4489
10467,0.30607,0.38823,-0.060277,0,0.9501,1.4489
10500,0.3058,0.38823,-0.060304,0,0.95018,1.4489
10534,0.3057,0.38823,-0.060478,0,0.9502,1.4489
10567,0.30495,0.38823,-0.060618,0,0.95044,1.4489
10600,0.30513,0.38823,-0.060763,0,0.95037,1.4489
10634,0.30559,0.38823,-0.05993,0,0.95028,1.4489
10667,0.30492,0.20764,-0.059816,-0.15528,0.9505,1.4774
10700,0.30464,0.20764,-0.059195,-0.15528,0.95063,1.4774
10734,0.3057,0.20764,-0.058235,-0.15528,0.95035,1.4774
10767,0.30543,0.20764,-0.059296,-0.15528,0.95037,1.4774
10800,0.30468,0.20764,-0.059325,-0.15528,0.9506,1.4774
10834,0.3047,0.20764,-0.058072,-0.15528,0.95068,1.4774
10867,0.30435,0.20764,-0.057396,-0.15528,0.95083,1.4774
10900,0.19673,0.20764,-0.16654,-0.15528,0.96621,1.4774
10934,0.19617,0.20764,-0.16745,-0.15528,0.96617,1.4774
10967,0.19618,0.20764,-0.16892,-0.15528,0.96591,1.4774
11000,0.19615,0.20764,-0.17118,-0.15528,0.96552,1.4774
11034,0.19548,0.20764,-0.17335,-0.15528,0.96526,1.4774
11067,0.18931,0.20764,-0.17505,-0.15528,0.96619,1.4774
11100,0.18317,0.20764,-0.17503,-0.15528,0.96737,1.4774
11134,0.18032,0.20764,-0.17556,-0.15528,0.96781,1.4774
11167,0.17729,0.20764,-0.17738,-0.15528,0.96804,1.4774
11200,0.17684,0.20764,-0.17874,-0.15528,0.96787,1.4774
11234,0.17755,0.20764,-0.17913,-0.15528,0.96767,1.4774
11267,0.17692,0.20764,-0.17818,-0.15528,0.96796,1.4774
11300,0.17612,0.20764,-0.1781,-0.15528,0.96812,1.4774
11334,0.17537,0.20764,-0.17753,-0.15528,0.96836,1.4774
11367,0.17523,0.20764,-0.17656,-0.15528,0.96857,1.4774
11400,0.17488,0.20764,-0.17623,-0.15528,0.96869,1.4774
11434,0.17406,0.20764,-0.17825,-0.15528,0.96847,1.4774
11467,0.1745,0.20764,-0.17828,-0.15528,0.96838,1.4774
11500,0.17505,0.20764,-0.17804,-0.15528,0.96833,1.4774
11534,0.17427,0.20764,-0.17759,-0.15528,0.96855,1.4774
11567,0.17305,0.20764,-0.17673,-0.15528,0.96893,1.4774
11600,0.17124,0.20764,-0.17725,-0.15528,0.96915,1.4774
11634,0.17328,0.20764,-0.17888,-0.15528,0.96849,1.4774
11667,0.1735,0.20764,-0.17863,-0.15528,0.9685,1.4774
11700,0.17531,0.20764,-0.17715,-0.15528,0.96844,1.4774
11734,0.17572,0.20764,-0.1778,-0.15528,0.96825,1.4774
11767,0.17605,0.20764,-0.17686,-0.15528,0.96836,1.4774
11800,0.17503,0.36205,-0.17539,0.10154,0.96882,1.4521
11834,0.17674,0.36205,-0.17457,0.10154,0.96865,1.4521
11867,0.17676,0.36205,-0.17324,0.10154,0.96889,1.4521
11900,0.17785,0.36205,-0.17182,0.10154,0.96894,1.4521
11934,0.17914,0.36205,-0.17188,0.10154,0.96869,1.4521
11967,0.17778,0.36205,-0.17156,0.10154,0.969,1.4521
12000,0.17776,0.36205,-0.17113,0.10154,0.96908,1.4521
12034,0.24361,0.36205,-0.10109,0.10154,0.96459,1.4521
12067,0.29533,0.36205,-0.019396,0.10154,0.9552,1.4521
12100,0.29746,0.36205,-0.017298,0.10154,0.95458,1.4521
12134,0.29835,0.36205,-0.01657,0.10154,0.95431,1.4521
12167,0.29742,0.36205,-0.016937,0.10154,0.9546,1.4521
12200,0.29735,0.36205,-0.01691,0.10154,0.95462,1.4521
12234,0.29518,0.36205,-0.01077,0.10154,0.95538,1.4521
12267,0.29446,0.36205,-0.0049964,0.10154,0.95565,1.4521
12300,0.29413,0.36205,-0.00081658,0.10154,0.95576,1.4521
12334,0.29426,0.36205,0.0028665,0.10154,0.95572,1.4521
12367,0.2942,0.36205,0.0046999,0.10154,0.95573,1.4521
12400,0.29471,0.36205,0.0068688,0.10154,0.95556,1.4521
12434,0.29418,0.36205,0.0061356,0.10154,0.95573,1.4521
12467,0.29529,0.36205,0.0068103,0.10154,0.95538,1.4521
12500,0.29492,0.36205,0.0080881,0.10154,0.95549,1.4521
12534,0.29535,0.36205,0.0090618,0.10154,0.95535,1.4521
12567,0.29359,0.36205,0.010841,0.10154,0.95587,1.4521
12600,0.29197,0.36205,0.011222,0.10154,0.95636,1.4521
12634,0.29165,0.36205,0.011587,0.10154,0.95646,1.4521
12667,0.29272,0.36205,0.011679,0.10154,0.95613,1.4521
12700,0.29415,0.36205,0.010673,0.10154,0.9557,1.4521
12734,0.2967,0.36205,0.010015,0.10154,0.95492,1.4521
12767,0.29754,0.36205,0.010792,0.10154,0.95465,1.4521
12800,0.29718,0.36205,0.011869,0.10154,0.95475,1.4521
12834,0.29639,0.36205,0.012385,0.10154,0.95499,1.4521
12867,0.29639,0.36205,0.012641,0.10154,0.95498,1.4521
12900,0.29553,0.36205,0.013101,0.10154,0.95524,1.4521
12934,0.29508,0.36205,0.012296,0.10154,0.95539,1.4521
12967,0.29452,0.36205,0.011643,0.10154,0.95557,1.4521
13000,0.29297,0.36205,0.012098,0.10154,0.95605,1.4521
13034,0.29121,0.36205,0.011418,0.10154,0.95659,1.4521
13067,0.29077,0.36205,0.011202,0.10154,0.95673,1.4521
13100,0.2911,0.36205,0.010716,0.10154,0.95663,1.4521
13134,0.29011,0.36205,0.011487,0.10154,0.95692,1.4521
13167,0.28957,0.36205,0.011576,0.10154,0.95709,1.4521
13200,0.28925,0.36205,0.011923,0.10154,0.95718,1.4521
13234,0.28944,0.36205,0.012294,0.10154,0.95712,1.4521
13267,0.29013,0.30896,0.010757,-0.20428,0.95693,1.4536
13300,0.28764,0.30896,0.010414,-0.20428,0.95768,1.4536
